"","Uniprot.Name","Gene"
"5145","PTPRZ","PTPRZ1"
"5146","LORI","LORICRIN"
"5147","SP100","SP100"
"5148","CRCM","MCC"
"5149","TNFL4","TNFSF4"
"5150","NFYA","NFYA"
"5151","OMGP","OMG"
"5152","SAHH","AHCY"
"5153","H2B1O","H2BC17"
"5154","COF1","CFL1"
"5155","BDNF","BDNF"
"5156","ANFC","NPPC"
"5157","IF4B","EIF4B"
"5158","HAP40","F8A1"
"5159","AT2B4","ATP2B4"
"5160","IP3KA","ITPKA"
"5161","DGKA","DGKA"
"5162","PAX7","PAX7"
"5163","PAX3","PAX3"
"5164","VAMP1","VAMP1"
"5165","GATA2","GATA2"
"5166","GATA3","GATA3"
"5167","CPT2","CPT2"
"5168","KTHY","DTYMK"
"5169","RIR1","RRM1"
"5170","PRPH2","PRPH2"
"5171","FSHR","FSHR"
"5172","CMA1","CMA1"
"5173","SC6A2","SLC6A2"
"5174","IL32","IL32"
"5175","LAMA2","LAMA2"
"5176","GBRR1","GABRR1"
"5177","FCAR","FCAR"
"5178","PRTN3","PRTN3"
"5179","ZBT25","ZBTB25"
"5180","ALAT1","GPT"
"5181","CX7A1","COX7A1"
"5182","COX7B","COX7B"
"5183","MMP11","MMP11"
"5184","CCND1","CCND1"
"5185","RAE1","CHM"
"5186","CRHBP","CRHBP"
"5187","ERD21","KDELR1"
"5188","IL4RA","IL4R"
"5189","CP3A7","CYP3A7"
"5190","COT2","NR2F2"
"5191","GA45A","GADD45A"
"5192","EDNRB","EDNRB"
"5193","EF1B","EEF1B2"
"5194","AT5F1","ATP5PB"
"5195","THAS","TBXAS1"
"5196","AKAP5","AKAP5"
"5197","IBP6","IGFBP6"
"5198","IBP5","IGFBP5"
"5199","PPAC","ACP1"
"5200","KPCL","PRKCH"
"5201","THIL","ACAT1"
"5202","TENA","TNC"
"5203","MYL9","MYL9"
"5204","DNAS1","DNASE1"
"5205","CCNC","CCNC"
"5206","CCNE1","CCNE1"
"5207","CP2F1","CYP2F1"
"5208","RPB1","POLR2A"
"5209","CDK2","CDK2"
"5210","HRH2","HRH2"
"5211","CXCR1","CXCR1"
"5212","CXCR2","CXCR2"
"5213","APC","APC"
"5214","CD24","CD24"
"5215","CO8A2","COL8A2"
"5216","FPR3","FPR3"
"5217","FPR2","FPR2"
"5218","GUC2C","GUCY2C"
"5219","ARBK1","GRK2"
"5220","ADA1D","ADRA1D"
"5221","EDNRA","EDNRA"
"5222","NK1R","TACR1"
"5223","PTAFR","PTAFR"
"5224","ACKR3","ACKR3"
"5225","PAR1","F2R"
"5226","MYP0","MPZ"
"5227","MCM3","MCM3"
"5228","NFYB","NFYB"
"5229","ZA2G","AZGP1"
"5230","THTM","MPST"
"5231","LAMA1","LAMA1"
"5232","RS12","RPS12"
"5233","BRD2","BRD2"
"5234","TNR6","FAS"
"5235","TYY1","YY1"
"5236","DNJB1","DNAJB1"
"5237","DNJB2","DNAJB2"
"5238","ATPA","ATP5F1A"
"5239","MT3","MT3"
"5240","CATS","CTSS"
"5241","PSA1","PSMA1"
"5242","PSA2","PSMA2"
"5243","PSA3","PSMA3"
"5244","PSA4","PSMA4"
"5245","RBTN2","LMO2"
"5246","RBTN1","LMO1"
"5247","S100P","S100P"
"5248","UCP1","UCP1"
"5249","NPY1R","NPY1R"
"5250","CO5A3","COL5A3"
"5251","TNR5","CD40"
"5252","IKBA","NFKBIA"
"5253","ITA3","ITGA3"
"5254","ITB7","ITGB7"
"5255","ITB8","ITGB8"
"5256","PTX3","PTX3"
"5257","MOES","MSN"
"5258","PTN3","PTPN3"
"5259","DDX6","DDX6"
"5260","CTNA2","CTNNA2"
"5261","DNMT1","DNMT1"
"5262","PAX6","PAX6"
"5263","U2AF2","U2AF2"
"5264","KRA59","KRTAP5-9"
"5265","RL13","RPL13"
"5266","RAE2","CHML"
"5267","ELAV4","ELAVL4"
"5268","ASPX","ACRV1"
"5269","3BHS2","HSD3B2"
"5270","IVD","IVD"
"5271","CNTF","CNTF"
"5272","S10A4","S100A4"
"5273","MGAT1","MGAT1"
"5274","HMGB2","HMGB2"
"5275","PTBP1","PTBP1"
"5276","SYTC","TARS1"
"5277","SYVC","VARS1"
"5278","EF1G","EEF1G"
"5279","TTP","ZFP36"
"5280","PPLA","PLN"
"5281","NKG2A","KLRC1"
"5282","NKG2C","KLRC2"
"5283","NKG2D","KLRK1"
"5284","CD27","CD27"
"5285","FKBP2","FKBP2"
"5286","HGFL","MST1"
"5287","IL3RA","IL3RA"
"5288","CNTFR","CNTFR"
"5289","CRBB3","CRYBB3"
"5290","AVR2A","ACVR2A"
"5291","STOM","STOM"
"5292","KAD4","AK4"
"5293","PON1","PON1"
"5294","ANX13","ANXA13"
"5295","AOFB","MAOB"
"5296","1433T","YWHAQ"
"5297","IF","CBLIF"
"5298","MK03","MAPK3"
"5299","MARK3","MARK3"
"5300","VATL","ATP6V0C"
"5301","G0S2","G0S2"
"5302","CALL3","CALML3"
"5303","DPP4","DPP4"
"5304","GDF1","GDF1"
"5305","ARNT","ARNT"
"5306","CERS1","CERS1"
"5307","RL10","RPL10"
"5308","CO8A1","COL8A1"
"5309","RFA1","RPA1"
"5310","APEX1","APEX1"
"5311","CD82","CD82"
"5312","DCK","DCK"
"5313","PYR1","CAD"
"5314","CALR","CALR"
"5315","PDE4A","PDE4A"
"5316","MAP4","MAP4"
"5317","CALX","CANX"
"5318","PROP","CFP"
"5319","IL1R2","IL1R2"
"5320","P85A","PIK3R1"
"5321","IP3KB","ITPKB"
"5322","AOAH","AOAH"
"5323","PSB8","PSMB8"
"5324","PSB9","PSMB9"
"5325","PSA5","PSMA5"
"5326","DMA","HLA-DMA"
"5327","DMB","HLA-DMB"
"5328","PIT1","POU1F1"
"5329","PSB4","PSMB4"
"5330","PSB6","PSMB6"
"5331","PSB5","PSMB5"
"5332","GSTM2","GSTM2"
"5333","5HT1D","HTR1D"
"5334","5HT1B","HTR1B"
"5335","5HT2A","HTR2A"
"5336","ABCD3","ABCD3"
"5337","TMOD1","TMOD1"
"5338","ITPI2","ITPRID2"
"5339","LYOX","LOX"
"5340","ELK4","ELK4"
"5341","CYTD","CST5"
"5342","PEX2","PEX2"
"5343","CLAT","CHAT"
"5344","ACADL","ACADL"
"5345","NDUS1","NDUFS1"
"5346","ADH6","ADH6"
"5347","5HT2C","HTR2C"
"5348","NMBR","NMBR"
"5349","DPOD1","POLD1"
"5350","TEAD1","TEAD1"
"5351","HXD9","HOXD9"
"5352","HXD10","HOXD10"
"5353","MSX1","MSX1"
"5354","SMCA1","SMARCA1"
"5355","GBRB3","GABRB3"
"5356","GBRR2","GABRR2"
"5357","MK01","MAPK1"
"5358","DUS1","DUSP1"
"5359","5HT1E","HTR1E"
"5360","GRAN","GCA"
"5361","MZF1","MZF1"
"5362","RXRB","RXRB"
"5363","ERCC5","ERCC5"
"5364","RBL1","RBL1"
"5365","GRN","GRN"
"5366","PTPRM","PTPRM"
"5367","AMPL","LAP3"
"5368","DHI1","HSD11B1"
"5369","CD34","CD34"
"5370","CD38","CD38"
"5371","TNR8","TNFRSF8"
"5372","CD1B","CD1B"
"5373","CD1C","CD1C"
"5374","CXB2","GJB2"
"5375","S10A2","S100A2"
"5376","PTN4","PTPN4"
"5377","T2EA","GTF2E1"
"5378","T2EB","GTF2E2"
"5379","NEC1","PCSK1"
"5380","PCSK6","PCSK6"
"5381","TPP2","TPP2"
"5382","IMPA1","IMPA1"
"5383","AA2AR","ADORA2A"
"5384","AA2BR","ADORA2B"
"5385","CCN2","CCN2"
"5386","EPHA2","EPHA2"
"5387","EPHA3","EPHA3"
"5388","EPHA8","EPHA8"
"5389","EPHB2","EPHB2"
"5390","PTN6","PTPN6"
"5391","SHC1","SHC1"
"5392","NK3R","TACR3"
"5393","3MG","MPG"
"5394","RABP2","CRABP2"
"5395","ARI4A","ARID4A"
"5396","KDM5A","KDM5A"
"5397","LTK","LTK"
"5398","S100G","S100G"
"5399","CO4A5","COL4A5"
"5400","TKT","TKT"
"5401","IL12A","IL12A"
"5402","IL12B","IL12B"
"5403","CASP1","CASP1"
"5404","NOS3","NOS3"
"5405","NOS1","NOS1"
"5406","SPB3","SERPINB3"
"5407","LMOD1","LMOD1"
"5408","RBMS1","RBMS1"
"5409","PML","PML"
"5410","TYK2","TYK2"
"5411","KAIN","SERPINA4"
"5412","EF1D","EEF1D"
"5413","OAS2","OAS2"
"5414","RABP1","CRABP1"
"5415","ODPAT","PDHA2"
"5416","CD40L","CD40LG"
"5417","MARCS","MARCKS"
"5418","AQP1","AQP1"
"5419","CNGA1","CNGA1"
"5420","GNA11","GNA11"
"5421","AL4A1","ALDH4A1"
"5422","PBLD","PBLD"
"5423","ERP29","ERP29"
"5424","PRDX6","PRDX6"
"5425","BLVRB","BLVRB"
"5426","PRDX5","PRDX5"
"5427","DOPD","DDT"
"5428","GFRP","GCHFR"
"5429","PRDX3","PRDX3"
"5430","ATPD","ATP5F1D"
"5431","RL12","RPL12"
"5432","ECHM","ECHS1"
"5433","KCY","CMPK1"
"5434","PEBP1","PEBP1"
"5435","PDIA3","PDIA3"
"5436","2AAA","PPP2R1A"
"5437","2AAB","PPP2R1B"
"5438","CD6","CD6"
"5439","CDC27","CDC27"
"5440","FCERG","FCER1G"
"5441","CCND2","CCND2"
"5442","CCND3","CCND3"
"5443","WEE1","WEE1"
"5444","MIP","MIP"
"5445","MPIP1","CDC25A"
"5446","MPIP2","CDC25B"
"5447","MPIP3","CDC25C"
"5448","PPIF","PPIF"
"5449","T4S1","TM4SF1"
"5450","BKRB2","BDKRB2"
"5451","NKTR","NKTR"
"5452","NMT1","NMT1"
"5453","HLAF","HLA-F"
"5454","V2R","AVPR2"
"5455","HMOX2","HMOX2"
"5456","PURA2","ADSS2"
"5457","UFO","AXL"
"5458","SC6A1","SLC6A1"
"5459","ACHA5","CHRNA5"
"5460","AMRP","LRPAP1"
"5461","TSPO","TSPO"
"5462","AA1R","ADORA1"
"5463","GRPR","GRPR"
"5464","AGTR1","AGTR1"
"5465","OXYR","OXTR"
"5466","PUR8","ADSL"
"5467","KPYR","PKLR"
"5468","CLIP1","CLIP1"
"5469","SORCN","SRI"
"5470","GNA15","GNA15"
"5471","GSTT1","GSTT1"
"5472","ILEU","SERPINB1"
"5473","GCH1","GCH1"
"5474","SL7A1","SLC7A1"
"5475","AL1B1","ALDH1B1"
"5476","AL3A1","ALDH3A1"
"5477","SSR1","SSTR1"
"5478","SSR2","SSTR2"
"5479","RPB2","POLR2B"
"5480","ACHB4","CHRNB4"
"5481","5HT1F","HTR1F"
"5482","OR1E1","OR1E1"
"5483","O10J1","OR10J1"
"5484","GNRHR","GNRHR"
"5485","CALCR","CALCR"
"5486","NTR1","NTSR1"
"5487","NEUT","NTS"
"5488","LCN1","LCN1"
"5489","SDHA","SDHA"
"5490","COR1A","CORO1A"
"5491","GDIA","GDI1"
"5492","S10A7","S100A7"
"5493","MK04","MAPK4"
"5494","METK2","MAT2A"
"5495","S5A2","SRD5A2"
"5496","HXD3","HOXD3"
"5497","HXA10","HOXA10"
"5498","HXA6","HOXA6"
"5499","HXA7","HOXA7"
"5500","HXA9","HOXA9"
"5501","HXA11","HOXA11"
"5502","HXA13","HOXA13"
"5503","HXC8","HOXC8"
"5504","HXC9","HOXC9"
"5505","HXC12","HOXC12"
"5506","HXC13","HOXC13"
"5507","HXD11","HOXD11"
"5508","TLX1","TLX1"
"5509","KAP1","PRKAR1B"
"5510","KAP3","PRKAR2B"
"5511","CPSM","CPS1"
"5512","RIR2","RRM2"
"5513","CD52","CD52"
"5514","FGF9","FGF9"
"5515","SSR4","SSTR4"
"5516","CASQ1","CASQ1"
"5517","SDC4","SDC4"
"5518","TIA1","TIA1"
"5519","FMO4","FMO4"
"5520","FMO3","FMO3"
"5521","ZEP2","HIVEP2"
"5522","SC5A2","SLC5A2"
"5523","SC6A6","SLC6A6"
"5524","GBRA5","GABRA5"
"5525","SC6A4","SLC6A4"
"5526","DNJA1","DNAJA1"
"5527","AKT1","AKT1"
"5528","AKT2","AKT2"
"5529","IL2RG","IL2RG"
"5530","QCR1","UQCRC1"
"5531","3HIDH","HIBADH"
"5532","PUR9","ATIC"
"5533","ABC3A","APOBEC3A"
"5534","HNRH3","HNRNPH3"
"5535","HNRH1","HNRNPH1"
"5536","CASPE","CASP14"
"5537","1433B","YWHAB"
"5538","1433S","SFN"
"5539","STIP1","STIP1"
"5540","S10AB","S100A11"
"5541","FCG2B","FCGR2B"
"5542","FCG2C","FCGR2C"
"5543","CEAM8","CEACAM8"
"5544","L1CAM","L1CAM"
"5545","I5P2","INPP5B"
"5546","PRDX2","PRDX2"
"5547","ARRB2","ARRB2"
"5548","GLPK","GK"
"5549","CCKAR","CCKAR"
"5550","GASR","CCKBR"
"5551","VIPR1","VIPR1"
"5552","OTX1","OTX1"
"5553","OTX2","OTX2"
"5554","MC4R","MC4R"
"5555","CCR1","CCR1"
"5556","BRS3","BRS3"
"5557","CCR7","CCR7"
"5558","GP183","GPR183"
"5559","ACHA3","CHRNA3"
"5560","GRK4","GRK4"
"5561","CXCR5","CXCR5"
"5562","FOXN2","FOXN2"
"5563","CDD","CDA"
"5564","DCTD","DCTD"
"5565","P5CR1","PYCR1"
"5566","NAC1","SLC8A1"
"5567","GBP1","GBP1"
"5568","GBP2","GBP2"
"5569","ELF1","ELF1"
"5570","SSR3","SSTR3"
"5571","HPPD","HPD"
"5572","TF2H1","GTF2H1"
"5573","STX2","STX2"
"5574","IFNA8","IFNA8"
"5575","DSG3","DSG3"
"5576","IL3RB","CSF2RB"
"5577","CGL","CTH"
"5578","ICAM3","ICAM3"
"5579","RL9","RPL9P8"
"5580","CD70","CD70"
"5581","TNFL8","TNFSF8"
"5582","MC5R","MC5R"
"5583","C2TA","CIITA"
"5584","ACSL1","ACSL1"
"5585","CADH5","CDH5"
"5586","KINH","KIF5B"
"5587","CSTF2","CSTF2"
"5588","LSP1","LSP1"
"5589","CP2CI","CYP2C18"
"5590","CP2CJ","CYP2C19"
"5591","DUT","DUT"
"5592","GCYA2","GUCY1A2"
"5593","MRP1","ABCC1"
"5594","CKS2","CKS2"
"5595","CD80","CD80"
"5596","S10A5","S100A5"
"5597","S10A3","S100A3"
"5598","H2B1B","H2BC3"
"5599","ABCD1","ABCD1"
"5600","MA1A1","MAN1A1"
"5601","ERD22","KDELR2"
"5602","TTK","TTK"
"5603","MCM4","MCM4"
"5604","MCM5","MCM5"
"5605","MCM7","MCM7"
"5606","GALNS","GALNS"
"5607","RNAS4","RNASE4"
"5608","NTF4","NTF4"
"5609","SDC2","SDC2"
"5610","CD68","CD68"
"5611","BMP8B","BMP8B"
"5612","GLYC","SHMT1"
"5613","GLYM","SHMT2"
"5614","GBRA3","GABRA3"
"5615","EVI2B","EVI2B"
"5616","HYES","EPHX2"
"5617","RYK","RYK"
"5618","HS71L","HSPA1L"
"5619","HSP74","HSPA4"
"5620","GRK5","GRK5"
"5621","MPI","MPI"
"5622","5HT7R","HTR7"
"5623","CNR2","CNR2"
"5624","TRFR","TRHR"
"5625","OR1D2","OR1D2"
"5626","PE2R1","PTGER1"
"5627","CRFR1","CRHR1"
"5628","TRY3","PRSS3"
"5629","GPC1","GPC1"
"5630","BTC","BTC"
"5631","PROF2","PFN2"
"5632","UBP6","USP6"
"5633","CXA4","GJA4"
"5634","CAH5A","CA5A"
"5635","CAH8","CA8"
"5636","CTNA1","CTNNA1"
"5637","CTNB1","CTNNB1"
"5638","IL13","IL13"
"5639","BMI1","BMI1"
"5640","PCGF2","PCGF2"
"5641","NOS2","NOS2"
"5642","PHB","PHB"
"5643","PTN7","PTPN7"
"5644","SPB6","SERPINB6"
"5645","MERL","NF2"
"5646","RADI","RDX"
"5647","RECO","RCVRN"
"5648","RFA3","RPA3"
"5649","SFTPD","SFTPD"
"5650","RFC4","RFC4"
"5651","RFC2","RFC2"
"5652","RFC1","RFC1"
"5653","RL22","RPL22"
"5654","T2FA","GTF2F1"
"5655","SPRE","SPR"
"5656","ADML","ADM"
"5657","SPR1A","SPRR1A"
"5658","SPR2B","SPRR2B"
"5659","SPR2A","SPRR2A"
"5660","SSR5","SSTR5"
"5661","ADA1A","ADRA1A"
"5662","PGH2","PTGS2"
"5663","HRH1","HRH1"
"5664","ADA1B","ADRA1B"
"5665","OPRM","OPRM1"
"5666","RORA","RORA"
"5667","PE2R4","PTGER4"
"5668","MAS1L","MAS1L"
"5669","APJ","APLNR"
"5670","TSP2","THBS2"
"5671","TSP4","THBS4"
"5672","HXD12","HOXD12"
"5673","HXD13","HOXD13"
"5674","DRD3","DRD3"
"5675","IDUA","IDUA"
"5676","SCN1A","SCN1A"
"5677","SCN4A","SCN4A"
"5678","UD13","UGT1A3"
"5679","UD15","UGT1A5"
"5680","CBS","CBS"
"5681","CLCN1","CLCN1"
"5682","K1C9","KRT9"
"5683","SAA4","SAA4"
"5684","UBIM","FAU"
"5685","MSX2","MSX2"
"5686","FBN1","FBN1"
"5687","FBN2","FBN2"
"5688","HXK4","GCK"
"5689","PCKGC","PCK1"
"5690","IRS1","IRS1"
"5691","GDE","AGL"
"5692","G6PC","G6PC"
"5693","MYH9","MYH9"
"5694","MYH10","MYH10"
"5695","TIE1","TIE1"
"5696","COPB2","COPB2"
"5697","ACTN2","ACTN2"
"5698","SOAT1","SOAT1"
"5699","ADDA","ADD1"
"5700","ADDB","ADD2"
"5701","BASI","BSG"
"5702","TIMP3","TIMP3"
"5703","ARBK2","GRK3"
"5704","FUS","FUS"
"5705","DDIT3","DDIT3"
"5706","NU214","NUP214"
"5707","DEK","DEK"
"5708","CYLC1","CYLC1"
"5709","ATP7B","ATP7B"
"5710","HNF1B","HNF1B"
"5711","SOX5","SOX5"
"5712","SOX6","SOX6"
"5713","SOX18","SOX18"
"5714","SOX11","SOX11"
"5715","MYH11","MYH11"
"5716","GLRX1","GLRX"
"5717","ZNF93","ZNF93"
"5718","CHKA","CHKA"
"5719","PPM1A","PPM1A"
"5720","ALS","IGFALS"
"5721","AHR","AHR"
"5722","K1C20","KRT20"
"5723","K22E","KRT2"
"5724","PDE6B","PDE6B"
"5725","HMGCL","HMGCL"
"5726","VGFR3","FLT4"
"5727","VGFR2","KDR"
"5728","PRS7","PSMC2"
"5729","MOT8","SLC16A2"
"5730","CH3L1","CHI3L1"
"5731","GGT2","GGT2"
"5732","GGT5","GGT5"
"5733","CXA5","GJA5"
"5734","CXG1","GJC1"
"5735","TCF7","TCF7"
"5736","ARL2","ARL2"
"5737","ARL3","ARL3"
"5738","TRI23","TRIM23"
"5739","MP2K2","MAP2K2"
"5740","ZNF76","ZNF76"
"5741","UDB10","UGT2B10"
"5742","ATPG","ATP5F1C"
"5743","VATE1","ATP6V1E1"
"5744","ACHA7","CHRNA7"
"5745","HEM6","CPOX"
"5746","ARRC","ARR3"
"5747","RL4","RPL4"
"5748","8ODP","NUDT1"
"5749","LONM","LONP1"
"5750","PGM1","PGM1"
"5751","PP1G","PPP1CC"
"5752","FLT3","FLT3"
"5753","BMR1A","BMPR1A"
"5754","ACV1B","ACVR1B"
"5755","TGFR1","TGFBR1"
"5756","GNL1","GNL1"
"5757","TNR3","LTBR"
"5758","SPB5","SERPINB5"
"5759","RPB9","POLR2I"
"5760","PEDF","SERPINF1"
"5761","SRBP1","SREBF1"
"5762","ODO2","DLST"
"5763","GMPR1","GMPR"
"5764","GPX4","GPX4"
"5765","FHR2","CFHR2"
"5766","ACVL1","ACVRL1"
"5767","DHB3","HSD17B3"
"5768","DHB2","HSD17B2"
"5769","SCNNA","SCNN1A"
"5770","SRP14","SRP14"
"5771","TGFR2","TGFBR2"
"5772","NUP62","NUP62"
"5773","PPARG","PPARG"
"5774","HPCL1","HPCAL1"
"5775","FDFT","FDFT1"
"5776","ZEB1","ZEB1"
"5777","PIGA","PIGA"
"5778","V1AR","AVPR1A"
"5779","TAGL2","TAGLN2"
"5780","TALDO","TALDO1"
"5781","SYUA","SNCA"
"5782","ETFB","ETFB"
"5783","RBMX","RBMX"
"5784","BRCA1","BRCA1"
"5785","GNAL","GNAL"
"5786","COIL","COIL"
"5787","VKGC","GGCX"
"5788","INGR2","IFNGR2"
"5789","HYALP","SPAM1"
"5790","ITAE","ITGAE"
"5791","LICH","LIPA"
"5792","VATA","ATP6V1A"
"5793","GRP75","HSPA9"
"5794","IF4A3","EIF4A3"
"5795","SMBP2","IGHMBP2"
"5796","CDN1A","CDKN1A"
"5797","RS19","RPS19"
"5798","RL3","RPL3"
"5799","COFA1","COL15A1"
"5800","COIA1","COL18A1"
"5801","GRIK1","GRIK1"
"5802","MPV17","MPV17"
"5803","OST48","DDOST"
"5804","AN32A","ANP32A"
"5805","FEN1","FEN1"
"5806","PA2G5","PLA2G5"
"5807","CUX1","CUX1"
"5808","MMP12","MMP12"
"5809","GDNF","GDNF"
"5810","CAPG","CAPG"
"5811","CAP2","CAP2"
"5812","TYRP2","DCT"
"5813","ADCY8","ADCY8"
"5814","IL6RB","IL6ST"
"5815","GPV","GP5"
"5816","CEAM3","CEACAM3"
"5817","CEAM6","CEACAM6"
"5818","TACT","CD96"
"5819","NCYM","MYCNOS"
"5820","TXLNA","TXLNA"
"5821","TPO","THPO"
"5822","TCPZ","CCT6A"
"5823","TPOR","MPL"
"5824","CD79B","CD79B"
"5825","NNMT","NNMT"
"5826","IFI27","IFI27"
"5827","PSB10","PSMB10"
"5828","CTRL","CTRL"
"5829","VHL","VHL"
"5830","ADH7","ADH7"
"5831","PBX1","PBX1"
"5832","PBX2","PBX2"
"5833","PBX3","PBX3"
"5834","RL13A","RPL13A"
"5835","ARL1","ARL1"
"5836","ARL4A","ARL4A"
"5837","MLH1","MLH1"
"5838","STAT3","STAT3"
"5839","UBP8","USP8"
"5840","PEX19","PEX19"
"5841","S26A3","SLC26A3"
"5842","MDHC","MDH1"
"5843","MDHM","MDH2"
"5844","IL15","IL15"
"5845","RFC5","RFC5"
"5846","RFC3","RFC3"
"5847","ECHA","HADHA"
"5848","PMEL","PMEL"
"5849","CCNF","CCNF"
"5850","IF2G","EIF2S3"
"5851","ID1","ID1"
"5852","OPRD","OPRD1"
"5853","OPRK","OPRK1"
"5854","OPRX","OPRL1"
"5855","LEP","LEP"
"5856","ETV5","ETV5"
"5857","ETV3","ETV3"
"5858","CASR","CASR"
"5859","AQP2","AQP2"
"5860","BCL6","BCL6"
"5861","CETN2","CETN2"
"5862","ETV6","ETV6"
"5863","EIF2D","EIF2D"
"5864","OX2G","CD200"
"5865","MNDA","MNDA"
"5866","PERI","PRPH"
"5867","RGS2","RGS2"
"5868","WNT5A","WNT5A"
"5869","PTGDS","PTGDS"
"5870","BUD31","BUD31"
"5871","SOX3","SOX3"
"5872","UBA7","UBA7"
"5873","NAA10","NAA10"
"5874","KDM5C","KDM5C"
"5875","P2RY2","P2RY2"
"5876","HNF4A","HNF4A"
"5877","IPP2","PPP1R2"
"5878","ABEC1","APOBEC1"
"5879","CSK","CSK"
"5880","PLPL4","PNPLA4"
"5881","GARS","GARS1"
"5882","SYIC","IARS1"
"5883","NBL1","NBL1"
"5884","TNFL9","TNFSF9"
"5885","M3K8","MAP3K8"
"5886","FOLR3","FOLR3"
"5887","S19A1","SLC19A1"
"5888","EIF1","EIF1"
"5889","PACR","ADCYAP1R1"
"5890","VIPR2","VIPR2"
"5891","GRM5","GRM5"
"5892","5HT2B","HTR2B"
"5893","CCR2","CCR2"
"5894","TSN7","TSPAN7"
"5895","KPCI","PRKCI"
"5896","MC3R","MC3R"
"5897","ELK3","ELK3"
"5898","ACTY","ACTR1B"
"5899","CD86","CD86"
"5900","ECI1","ECI1"
"5901","ASIP","ASIP"
"5902","LAP2A","TMPO"
"5903","STAT1","STAT1"
"5904","STAT6","STAT6"
"5905","STA5A","STAT5A"
"5906","GRIA1","GRIA1"
"5907","GRIA2","GRIA2"
"5908","GRIA3","GRIA3"
"5909","MTREX","MTREX"
"5910","AK1C3","AKR1C3"
"5911","RHG25","ARHGAP25"
"5912","PK3CA","PIK3CA"
"5913","PK3CB","PIK3CB"
"5914","MTOR","MTOR"
"5915","PI4KA","PI4KA"
"5916","HUTH","HAL"
"5917","EPS15","EPS15"
"5918","AF9","MLLT3"
"5919","CASP3","CASP3"
"5920","CASP2","CASP2"
"5921","DPP6","DPP6"
"5922","RS27","RPS27"
"5923","MATK","MATK"
"5924","TEC","TEC"
"5925","TXK","TXK"
"5926","ABL2","ABL2"
"5927","FRK","FRK"
"5928","HELZ","HELZ"
"5929","CNDD3","NCAPD3"
"5930","RBM34","RBM34"
"5931","I12R1","IL12RB1"
"5932","LIFR","LIFR"
"5933","LPPRC","LRPPRC"
"5934","THIM","ACAA2"
"5935","RL35","RPL35"
"5936","WASP","WAS"
"5937","CDN2A","CDKN2A"
"5938","CDN2B","CDKN2B"
"5939","CDN2C","CDKN2C"
"5940","PCP","PRCP"
"5941","CXCL5","CXCL5"
"5942","NSG1","NSG1"
"5943","HD","HTT"
"5944","ECE1","ECE1"
"5945","MTHR","MTHFR"
"5946","EAA1","SLC1A3"
"5947","EAA2","SLC1A2"
"5948","EAA3","SLC1A1"
"5949","SATT","SLC1A4"
"5950","GDF5","GDF5"
"5951","LIS1","PAFAH1B1"
"5952","GUC1A","GUCA1A"
"5953","PF2R","PTGFR"
"5954","PE2R3","PTGER3"
"5955","PE2R2","PTGER2"
"5956","PI2R","PTGIR"
"5957","MUC18","MCAM"
"5958","DCC","DCC"
"5959","CACP","CRAT"
"5960","CAH7","CA7"
"5961","GLP1R","GLP1R"
"5962","CATO","CTSO"
"5963","CATK","CTSK"
"5964","MATR3","MATR3"
"5965","MSH2","MSH2"
"5966","GRK6","GRK6"
"5967","BTD","BTD"
"5968","ETV4","ETV4"
"5969","GPDM","GPD2"
"5970","SSRA","SSR1"
"5971","SSRB","SSR2"
"5972","CRBB2","CRYBB2"
"5973","RAD52","RAD52"
"5974","AL3B1","ALDH3B1"
"5975","NR4A2","NR4A2"
"5976","MAGA1","MAGEA1"
"5977","MAGA2","MAGEA2"
"5978","MAGA3","MAGEA3"
"5979","MAGA4","MAGEA4"
"5980","MAGA5","MAGEA5"
"5981","MAGA6","MAGEA6"
"5982","MAGA8","MAGEA8"
"5983","MAGA9","MAGEA9B"
"5984","MAGAA","MAGEA10"
"5985","MAGAB","MAGEA11"
"5986","MAGAC","MAGEA12"
"5987","MAGB1","MAGEB1"
"5988","PTN9","PTPN9"
"5989","ZAP70","ZAP70"
"5990","KSYK","SYK"
"5991","RANG","RANBP1"
"5992","TNR4","TNFRSF4"
"5993","NAMPT","NAMPT"
"5994","KI2L1","KIR2DL1"
"5995","KI2L2","KIR2DL2"
"5996","KI2L3","KIR2DL3"
"5997","KI3L1","KIR3DL1"
"5998","KI3L2","KIR3DL2"
"5999","KI2S2","KIR2DS2"
"6000","KI2S4","KIR2DS4"
"6001","AFAM","AFM"
"6002","LPAR6","LPAR6"
"6003","ACHA4","CHRNA4"
"6004","PRS6B","PSMC4"
"6005","GATA4","GATA4"
"6006","NKX21","NKX2-1"
"6007","EFTS","TSFM"
"6008","TNNT3","TNNT3"
"6009","TNNT2","TNNT2"
"6010","ACY2","ASPA"
"6011","MMP13","MMP13"
"6012","ABCG1","ABCG1"
"6013","PPIC","PPIC"
"6014","VDAC2","VDAC2"
"6015","ACDSB","ACADSB"
"6016","CBX5","CBX5"
"6017","UBP5","USP5"
"6018","MK08","MAPK8"
"6019","MK09","MAPK9"
"6020","MP2K4","MAP2K4"
"6021","KI67","MKI67"
"6022","KPB2","PHKA2"
"6023","KPB1","PHKA1"
"6024","S15A1","SLC15A1"
"6025","RAGP1","RANGAP1"
"6026","RECQ1","RECQL"
"6027","NOP2","NOP2"
"6028","GPR3","GPR3"
