"","Uniprot.Name","Gene"
"4760","FGF18","Fgf18"
"4761","C1QR1","Cd93"
"4762","SYPL2","Sypl2"
"4763","FHIT","Fhit"
"4764","KCNN4","Kcnn4"
"4765","CASP8","Casp8"
"4766","LANC1","Lancl1"
"4767","IER5","Ier5"
"4768","DNJB5","Dnajb5"
"4769","VTI1A","Vti1a"
"4770","CYC2","Cyct"
"4771","CYB","Mt-Cyb"
"4772","CP1A1","Cyp1a1"
"4773","CP1A2","Cyp1a2"
"4774","ADH1","Adh1"
"4775","LDHC","Ldhc"
"4776","DYR","Dhfr"
"4777","COX1","Mtco1"
"4778","COX2","Mtco2"
"4779","COX3","mt-Co3"
"4780","HPRT","Hprt1"
"4781","ABL1","Abl1"
"4782","MOS","Mos"
"4783","RNAS1","Rnase1"
"4784","AMY1","Amy1"
"4785","AMYP","Amy2"
"4786","K1KB1","Klk1b1"
"4787","K1KB3","Klk1b3"
"4788","K1KB4","Klk1b4"
"4789","RENI2","Ren2"
"4790","ATP6","Mtatp6"
"4791","DCOR","Odc1"
"4792","CAH2","Ca2"
"4793","CO3","C3"
"4794","CO4B","C4b"
"4795","FOS","Fos"
"4796","MYC","Myc"
"4797","EGF","Egf"
"4798","NGF","Ngf"
"4799","WAP","Wap"
"4800","COLI","Pomc"
"4801","GLHA","Cga"
"4802","INS1","Ins1"
"4803","INS2","Ins2"
"4804","IFNA1","Ifna1"
"4805","IFNA2","Ifna2"
"4806","IFNB","Ifnb1"
"4807","IFNG","Ifng"
"4808","IL1A","Il1a"
"4809","IL3","Il3"
"4810","CSF2","Csf2"
"4811","IL2RA","Il2ra"
"4812","IGJ","Jchain"
"4813","KV2A2","Gm5153"
"4814","KV2A4","-"
"4815","KV2A6","-"
"4816","KV2A7","-"
"4817","KV1A1","Igkv7-33"
"4818","KV5A1","Igk-V19-17"
"4819","KV5A2","-"
"4820","KV5A3","ENSMUSG00000095007"
"4821","KV5A4","-"
"4822","KV5A5","-"
"4823","KV5A6","-"
"4824","KV5A7","Gm5571"
"4825","KV5A8","ENSMUSG00000093906"
"4826","KV5A9","Gm10881"
"4827","KV5AA","-"
"4828","KV5AB","-"
"4829","KV5AC","-"
"4830","KV5AD","-"
"4831","KV5AE","-"
"4832","KV5AF","-"
"4833","KV5AG","-"
"4834","KV5AH","MGI:3642338"
"4835","KV5AK","-"
"4836","KV5AL","-"
"4837","KV3A1","-"
"4838","KV3A2","-"
"4839","KV3A3","-"
"4840","KV3A5","-"
"4841","KV3A6","-"
"4842","KV3A7","-"
"4843","KV3A8","-"
"4844","KV3A9","-"
"4845","KV3AA","-"
"4846","KV3AB","-"
"4847","KV3AC","-"
"4848","KV3AD","-"
"4849","KV3AE","-"
"4850","KV3AF","-"
"4851","KV3AG","-"
"4852","KV3AH","-"
"4853","KV3AI","-"
"4854","KV3AJ","-"
"4855","KV3AK","-"
"4856","KV3AL","-"
"4857","KV3AM","-"
"4858","KV6A1","-"
"4859","KV6A2","-"
"4860","KV6A3","-"
"4861","KV6A4","-"
"4862","KV6A5","-"
"4863","KV4A1","-"
"4864","LV1A","-"
"4865","LV1B","-"
"4866","LV1C","-"
"4867","LV1D","-"
"4868","LV1E","-"
"4869","LV2A","ENSMUSG00000076940"
"4870","LV2B","-"
"4871","CD8A","Cd8a"
"4872","TVB1","-"
"4873","TVB86","-"
"4874","TVB3","-"
"4875","TVA1","-"
"4876","TVA2","-"
"4877","TVC1","-"
"4878","HVM00","-"
"4879","HVM01","-"
"4880","HVM02","-"
"4881","HVM03","-"
"4882","HVM04","-"
"4883","HVM05","Ighv1-61"
"4884","HVM06","-"
"4885","HVM09","-"
"4886","HVM10","Ighv1-62-3"
"4887","HVM12","-"
"4888","HVM13","-"
"4889","HVM14","Igh-VJ558"
"4890","HVM15","-"
"4891","HVM17","-"
"4892","HVM18","-"
"4893","HVM19","-"
"4894","HVM20","-"
"4895","HVM21","-"
"4896","HVM22","-"
"4897","HVM23","-"
"4898","HVM24","-"
"4899","HVM25","-"
"4900","HVM26","-"
"4901","HVM27","-"
"4902","HVM28","-"
"4903","HVM29","-"
"4904","HVM30","-"
"4905","HVM31","-"
"4906","HVM32","-"
"4907","HVM33","-"
"4908","HVM34","-"
"4909","HVM35","-"
"4910","HVM36","MGI:96492"
"4911","HVM37","-"
"4912","HVM38","MGI:96461"
"4913","HVM39","-"
"4914","HVM40","-"
"4915","HVM41","-"
"4916","HVM42","-"
"4917","HVM43","-"
"4918","HVM44","-"
"4919","HVM45","MGI:3643263"
"4920","HVM46","-"
"4921","HVM47","-"
"4922","THY1","Thy1"
"4923","IGKC","Igkc"
"4924","LAC1","-"
"4925","LAC2","Iglc2"
"4926","LAC3","Iglc3"
"4927","TCA","Tcra"
"4928","TCB2","-"
"4929","TCB1","-"
"4930","TCC1","-"
"4931","GCAA","Ighg"
"4932","GCAB","-"
"4933","GCAM","Igh-1a"
"4934","IGG2B","Igh-3"
"4935","IGH1M","Ighg1"
"4936","IGHM","Ighm"
"4937","IGHA","-"
"4938","IGHD","-"
"4939","IGHDM","-"
"4940","B2MG","B2m"
"4941","HA1Z","-"
"4942","HA1L","H2-L"
"4943","HA10","H2-Q10"
"4944","HA1B","H2-K1"
"4945","HA21","H2-Ea"
"4946","HA2K","H2-Aa"
"4947","HB22","-"
"4948","HB2D","H2-Ab1"
"4949","HBA","Hba"
"4950","HBB1","Hbb-b1"
"4951","HBB2","Hbb-b2"
"4952","HBE","Hbb-y"
"4953","H3C","H3-5"
"4954","HSP1","Prm1"
"4955","P53","Tp53"
"4956","CO4A1","Col4a1"
"4957","LAMC1","Lamc1"
"4958","LAMB1","Lamb1"
"4959","CRBA1","Cryba1"
"4960","K1C10","Krt10"
"4961","CS2LB","Csn1s2b"
"4962","ACHD","Chrnd"
"4963","MUP6","Mup6"
"4964","FETA","Afp"
"4965","MT2","Mt2"
"4966","MT1","Mt1"
"4967","MUCL2","Mucl2"
"4968","PIP","Pip"
"4969","HXA7","Hoxa7"
"4970","HXA3","Hoxa3"
"4971","NU1M","Mtnd1"
"4972","NU2M","Mtnd2"
"4973","NU3M","Mtnd3"
"4974","NU4LM","Mtnd4l"
"4975","NU4M","Mtnd4"
"4976","NU5M","Mtnd5"
"4977","NU6M","Mtnd6"
"4978","ATP8","Mtatp8"
"4979","CP21A","Cyp21"
"4980","CFAD","Cfd"
"4981","ADA","Ada"
"4982","MYCN","Mycn"
"4983","IGEB","Iap"
"4984","KV2A5","-"
"4985","KV3A4","-"
"4986","HVM48","-"
"4987","TCC2","-"
"4988","IGHG3","-"
"4989","GFAP","Gfap"
"4990","K1B16","Klk1b16"
"4991","PR2C2","Prl2c2"
"4992","K2C1","Krt1"
"4993","FABP4","Fabp4"
"4994","KITH","Tk1"
"4995","CFAB","Cfb"
"4996","GRAB","Gzmb"
"4997","TGFB1","Tgfb1"
"4998","TVB4","-"
"4999","TVB5","-"
"5000","TVB6","-"
"5001","HYIG","-"
"5002","HA22","-"
"5003","HB21","H2-Eb1"
"5004","CD3D","Cd3d"
"5005","MYG","Mb"
"5006","CRGD","Crygd"
"5007","CRGB","Crygb"
"5008","CRGA","Cryga"
"5009","IL2","Il2"
"5010","MBP","Mbp"
"5011","IL5","Il5"
"5012","WNT1","Wnt1"
"5013","HG2A","Cd74"
"5014","HBB0","Hbb-bh0"
"5015","HBBZ","Hbb-bh1"
"5016","ARAF","Araf"
"5017","ACHA","Chrna1"
"5018","ACHG","Chrng"
"5019","PR2C3","Prl2c3"
"5020","PR7D1","Prl7d1"
"5021","SAA3","Saa3"
"5022","B3AT","Slc4a1"
"5023","PRIO","Prnp"
"5024","MUP11","Mup11"
"5025","MUP3","Mup3"
"5026","KV6A6","-"
"5027","KV6A7","-"
"5028","KV6A9","-"
"5029","KV6AA","-"
"5030","KV6AB","MGI:2686370"
"5031","KV5AM","-"
"5032","IGF1","Igf1"
"5033","ALDOC","Aldoc"
"5034","ALDOA","Aldoa"
"5035","ANF","Nppa"
"5036","KAPCA","Prkaca"
"5037","PRH1","Prh1"
"5038","PRP2","Prp2"
"5039","AATC","Got1"
"5040","AATM","Got2"
"5041","CEL2A","Cela2a"
"5042","TBA1B","Tuba1b"
"5043","TBA3","Tuba3a"
"5044","SAA1","Saa1"
"5045","SAA2","Saa2"
"5046","SRC","Src"
"5047","FGF3","Fgf3"
"5048","XLR","Xlr"
"5049","KIT","Kit"
"5050","LY6A","Ly6a"
"5051","ITAM","Itgam"
"5052","PGFRB","Pdgfrb"
"5053","JUN","Jun"
"5054","K1C18","Krt18"
"5055","MYL1","Myl1"
"5056","LDHA","Ldha"
"5057","LCK","Lck"
"5058","RENI1","Ren1"
"5059","TVB7","-"
"5060","TVB8","-"
"5061","TVA3","-"
"5062","TVC3","-"
"5063","TVC4","Tcrg-V1"
"5064","HVM52","Gm5629"
"5065","HVM49","Ighv1-72"
"5066","HVM50","-"
"5067","HVM51","-"
"5068","CD4","Cd4"
"5069","TCC3","-"
"5070","TCC4","-"
"5071","IGHE","MGI:2685746"
"5072","HA15","H2-T23"
"5073","HB2U","-"
"5074","HBAZ","Hbz"
"5075","GCR","Nr3c1"
"5076","CO9","C9"
"5077","CO5","C5"
"5078","APOA4","Apoa4"
"5079","G6PI","Gpi"
"5080","MDR1B","Abcb1b"
"5081","CASK","Csn3"
"5082","CATL1","Ctsl"
"5083","HXA4","Hoxa4"
"5084","IFNA7","Ifna7"
"5085","PTPRC","Ptprc"
"5086","MAOX","Me1"
"5087","ENPP1","Enpp1"
"5088","PIM1","Pim1"
"5089","TNFA","Tnf"
"5090","NEUM","Gap43"
"5091","UROK","Plau"
"5092","MYB","Myb"
"5093","PRL","Prl"
"5094","SOMA","Gh1"
"5095","CFAH","Cfh"
"5096","S10A4","S100a4"
"5097","CSF1","Csf1"
"5098","TRY2","Prss2"
"5099","TYRP1","Tyrp1"
"5100","SPRC","Sparc"
"5101","TTHY","Ttr"
"5102","KCRM","Ckm"
"5103","EPO","Epo"
"5104","IFNA5","Ifna5"
"5105","IFNA6","Ifna6"
"5106","IFNA4","Ifna4"
"5107","ANXA2","Anxa2"
"5108","A1AG2","Orm2"
"5109","TYSY","Tyms"
"5110","K1KB8","Klk1b8"
"5111","ALBU","Alb"
"5112","RIR1","Rrm1"
"5113","BPIA2","Bpifa2"
"5114","K2C4","Krt4"
"5115","IL4","Il4"
"5116","A1AT1","Serpina1a"
"5117","SPA3K","Serpina3k"
"5118","HS90A","Hsp90aa1"
"5119","ERCC1","Ercc1"
"5120","PHKG1","Phkg1"
"5121","PRM2","Prm2"
"5122","PDIA4","Pdia4"
"5123","APT","Aprt"
"5124","SPTA1","Spta1"
"5125","ZFP1","Zfp1"
"5126","ZFP2","Zfp2"
"5127","EGR1","Egr1"
"5128","TRFL","Ltf"
"5129","CBR2","Cbr2"
"5130","FCGR2","Fcgr2"
"5131","HCK","Hck"
"5132","ENPL","Hsp90b1"
"5133","CO3A1","Col3a1"
"5134","CO4A2","Col4a2"
"5135","EGR2","Egr2"
"5136","S10AA","S100a10"
"5137","APOE","Apoe"
"5138","SODC","Sod1"
"5139","MDHM","Mdh2"
"5140","PHXR5","Phxr5"
"5141","KCC4","Camk4"
"5142","IL6","Il6"
"5143","FCGR3","Fcgr3"
"5144","NFL","Nefl"
"5145","NFM","Nefm"
"5146","RASN","Nras"
"5147","C4BPA","C4bpa"
"5148","HEM0","Alas2"
"5149","K1C13","Krt13"
"5150","GNAI2","Gnai2"
"5151","RPB1","Polr2a"
"5152","GRAC","Gzmc"
"5153","GRAF","Gzmf"
"5154","GRAE","Gzme"
"5155","LYZ2","Lyz2"
"5156","CD2","Cd2"
"5157","LTK","Ltk"
"5158","HXA5","Hoxa5"
"5159","HXA1","Hoxa1"
"5160","HXB6","Hoxb6"
"5161","HXB7","Hoxb7"
"5162","HXC8","Hoxc8"
"5163","HXB3","Hoxb3"
"5164","HXD3","Hoxd3"
"5165","ISK1","Spink1"
"5166","PGK2","Pgk2"
"5167","ITB1","Itgb1"
"5168","LIF","Lif"
"5169","HME1","En1"
"5170","HME2","En2"
"5171","HXB5","Hoxb5"
"5172","PAX1","Pax1"
"5173","HXA6","Hoxa6"
"5174","PDIA1","P4hb"
"5175","CNRG","Pde6g"
"5176","TNFB","Lta"
"5177","IFNA9","Ifna9"
"5178","CCKN","Cck"
"5179","PPBT","Alpl"
"5180","NUCL","Ncl"
"5181","PGK1","Pgk1"
"5182","JUNB","Junb"
"5183","ACE","Ace"
"5184","FRIH","Fth1"
"5185","IGF2","Igf2"
"5186","MYL4","Myl4"
"5187","MYL3","Myl3"
"5188","CSF1R","Csf1r"
"5189","PR3B1","Prl3b1"
"5190","HMGN2","Hmgn2"
"5191","HXA9","Hoxa9"
"5192","HXB8","Hoxb8"
"5193","HXC9","Hoxc9"
"5194","SODM","Sod2"
"5195","ACHB","Chrnb1"
"5196","CTLA4","Ctla4"
"5197","CADH1","Cdh1"
"5198","APOA2","Apoa2"
"5199","TDT","Dntt"
"5200","CSF3","Csf3"
"5201","MX1","Mx1"
"5202","SURF1","Surf1"
"5203","SURF2","Surf2"
"5204","NUD10","Nudt10"
"5205","NUD11","Nudt11"
"5206","RC3H2","Rc3h2"
"5207","CHMP6","Chmp6"
"5208","NPS","Nps"
"5209","H2AZ","H2az1"
"5210","GPVI","Gp6"
"5211","LRC4B","Lrrc4b"
"5212","PIGY","Pigy"
"5213","PDE11","Pde11a"
"5214","HXB2","Hoxb2"
"5215","TMCO2","Tmco2"
"5216","U730","MGI:1921534"
"5217","CCNO","Ccno"
"5218","PTPRQ","Ptprq"
"5219","GPR25","Gpr25"
"5220","GPR52","Gpr52"
"5221","SBK3","Sbk3"
"5222","SBK2","Sbk2"
"5223","KGP1","Prkg1"
"5224","IGS11","Igsf11"
"5225","GTR7","Slc2a7"
"5226","MAMD1","Mamld1"
"5227","PTCRA","Ptcra"
"5228","IGSF6","Igsf6"
"5229","DYH2","Dnah2"
"5230","KHD1B","Khdc1b"
"5231","MBOA4","Mboat4"
"5232","WIPF3","Wipf3"
"5233","CLC2L","Clec2l"
"5234","PSMG4","Psmg4"
"5235","CC153","Ccdc153"
"5236","ATX1L","Atxn1l"
"5237","PA24B","Pla2g4b"
"5238","JMJD7","Jmjd7"
"5239","GON7","Gon7"
"5240","SMIM1","Smim1"
"5241","OCC1","MGI:1917034"
"5242","TGAP1","Tagap1"
"5243","ALKB1","Alkbh1"
"5244","ST6B1","Sult6b1"
"5245","C2C4D","C2cd4d"
"5246","DERPC","Derpc"
"5247","CTF8","Chtf8"
"5248","UBB","Ubb"
"5249","UBC","Ubc"
"5250","ZN703","Znf703"
"5251","LY6C1","Ly6c1"
"5252","LY6C2","Ly6c2"
"5253","D19L2","Dpy19l2"
"5254","PT100","Pet100"
"5255","PT117","Pet117"
"5256","TMM95","Tmem95"
"5257","FCOR","Fcor"
"5258","FR1L5","Fer1l5"
"5259","BECN2","Becn2"
"5260","ELA","Apela"
"5261","DCAM1","Amd1"
"5262","TDPZ1","Tdpoz1"
"5263","TDP1L","Gm9125"
"5264","NDUB1","Ndufb1"
"5265","DWORF","Strit1"
"5266","T254A","Tmem254a"
"5267","T254B","Tmem254b"
"5268","T254C","Tmem254c"
"5269","IFI5B","Mnda"
"5270","IFI4","Ifi204"
"5271","DNM3C","Dnmt3c"
"5272","CALM1","Calm1"
"5273","CALM2","Calm2"
"5274","CALM3","Calm3"
"5275","CTSRE","Catspere"
"5276","SLUR2","Slurp2"
"5277","LYNX1","Lynx1"
"5278","STMP1","Stmp1"
"5279","SCHI1","Schip1"
"5280","EFCE2","Eef1akmt4-Ece2"
"5281","EFMT4","Eef1akmt4"
"5282","ZFP26","Zfp26"
"5283","ZFP27","Zfp27"
"5284","ZFP28","Zfp28"
"5285","MYOD1","Myod1"
"5286","ANXA1","Anxa1"
"5287","EF1A1","Eef1a1"
"5288","CCL1","Ccl1"
"5289","CCL2","Ccl2"
"5290","MYCL","Mycl"
"5291","IL7","Il7"
"5292","HXB4","Hoxb4"
"5293","CADH3","Cdh3"
"5294","CD8B","Cd8b"
"5295","POL1","Pol"
"5296","ENV1","-"
"5297","BCL2","Bcl2"
"5298","NID1","Nid1"
"5299","HEM2","Alad"
"5300","CASB","Csn2"
"5301","PAHO","Ppy"
"5302","CATB","Ctsb"
"5303","HXD4","Hoxd4"
"5304","HXC6","Hoxc6"
"5305","IF4A2","Eif4a2"
"5306","TAU","Mapt"
"5307","THIO","Txn"
"5308","GSTA2","Gsta2"
"5309","GSTM1","Gstm1"
"5310","TCEA1","Tcea1"
"5311","IL1B","Il1b"
"5312","ZFP11","Zfp11"
"5313","ZFP13","Zfp13"
"5314","ZFP14","Zfp14"
"5315","ZP3","Zp3"
"5316","CD14","Cd14"
"5317","PERF","Prf1"
"5318","RRAS","Rras"
"5319","4F2","Slc3a2"
"5320","H2B1F","H2bc11"
"5321","H2B1M","H2bc14"
"5322","CCL3","Ccl3"
"5323","STP1","Tnp1"
"5324","CXCL2","Cxcl2"
"5325","H10","H1-0"
"5326","OSTP","Spp1"
"5327","ZFY1","Zfy1"
"5328","TCP4","Sub1"
"5329","GRAA","Gzma"
"5330","GRAD","Gzmd"
"5331","MCPT1","Mcpt1"
"5332","CO1A1","Col1a1"
"5333","FILA","Flg"
"5334","PARP1","Parp1"
"5335","LIPL","Lpl"
"5336","RIR2","Rrm2"
"5337","TPA","Plat"
"5338","PERM","Mpo"
"5339","LORF1","Lire1"
"5340","FINC","Fn1"
"5341","TYRO","Tyr"
"5342","GPX1","Gpx1"
"5343","LORF2","Pol"
"5344","ENV2","Fv4"
"5345","STP2","Tnp2"
"5346","FGF4","Fgf4"
"5347","FABPH","Fabp3"
"5348","RARA","Rara"
"5349","LAMP1","Lamp1"
"5350","CDK1","Cdk1"
"5351","DEFA1","Defa1"
"5352","HS90B","Hsp90ab1"
"5353","DMD","Dmd"
"5354","MUP1","Mup1"
"5355","MUP2","Mup2"
"5356","MUP4","Mup4"
"5357","MUP5","Mup5"
"5358","CD1D1","Cd1d1"
"5359","CD1D2","Cd1d2"
"5360","L1CAM","L1cam"
"5361","NGAL","Lcn2"
"5362","K2C8","Krt8"
"5363","PROP","Cfp"
"5364","ITA5","Itga5"
"5365","CP2D9","Cyp2d9"
"5366","OTC","Otc"
"5367","KCC2A","Camk2a"
"5368","ITB2","Itgb2"
"5369","ANGT","Agt"
"5370","GAS2","Gas2"
"5371","ITPR1","Itpr1"
"5372","CD79A","Cd79a"
"5373","OAS1A","Oas1a"
"5374","NUD19","Nudt19"
"5375","CD3G","Cd3g"
"5376","TCPA","Tcp1"
"5377","TC1D3","Tcte3"
"5378","A4","App"
"5379","MK","Mdk"
"5380","TIMP1","Timp1"
"5381","UCP1","Ucp1"
"5382","SAMP","Apcs"
"5383","BGLR","Gusb"
"5384","KAP2","Prkar2a"
"5385","PFKAL","Pfkl"
"5386","PAI2","Serpinb2"
"5387","CTL2A","Ctla2a"
"5388","CTL2B","Ctla2b"
"5389","TSHB","Tshb"
"5390","ACM1","Chrm1"
"5391","CALB1","Calb1"
"5392","PCP2","Pcp2"
"5393","RAPSN","Rapsn"
"5394","FABPL","Fabp1"
"5395","COX5A","Cox5a"
"5396","CP2B9","Cyp2b9"
"5397","CP2BA","Cyp2b10"
"5398","FGL2","Fgl2"
"5399","NR4A1","Nr4a1"
"5400","PDCD6","Pdcd6"
"5401","KAP1","Prkar1b"
"5402","GROA","Cxcl1"
"5403","CNTN1","Cntn1"
"5404","7B2","Scg5"
"5405","IAPP","Iapp"
"5406","RL7A","Rpl7a"
"5407","MYOG","Myog"
"5408","SCD2","Scd2"
"5409","GELS","Gsn"
"5410","MSX1","Msx1"
"5411","FOSB","Fosb"
"5412","GRAG","Gzmg"
"5413","VPRE1","Vpreb1"
"5414","VPRE2","Vpreb2"
"5415","CD5","Cd5"
"5416","RB","Rb1"
"5417","TNNI2","Tnni2"
"5418","TSP","Tpbpa"
"5419","UMPS","Umps"
"5420","IL1R1","Il1r1"
"5421","ACOD1","Scd1"
"5422","MYH3","Myh3"
"5423","MYH8","Myh8"
"5424","GON1","Gnrh1"
"5425","NCAM1","Ncam1"
"5426","ICAM1","Icam1"
"5427","SRGN","Srgn"
"5428","CAH1","Ca1"
"5429","SSTY1","Ssty1"
"5430","MSH3","Msh3"
"5431","GPDA","Gpd1"
"5432","GSTA1","Gsta1"
"5433","B3A2","Slc4a2"
"5434","DNMT1","Dnmt1"
"5435","S10A6","S100a6"
"5436","AT1B1","Atp1b1"
"5437","CCL4","Ccl4"
"5438","C1QB","C1qb"
"5439","RL27A","Rpl27a"
"5440","RS16","Rps16"
"5441","GLUT4","Slc2a4"
"5442","RL7","Rpl7"
"5443","MDHC","Mdh1"
"5444","RSSA","Rpsa"
"5445","CALR","Calr"
"5446","GLPA","Gypa"
"5447","AT1B2","Atp1b2"
"5448","FGR","Fgr"
"5449","GTR2","Slc2a2"
"5450","MECOM","Mecom"
"5451","HA14","H2-D1"
"5452","HA17","H2-Q7"
"5453","HA18","H2-Q8"
"5454","HA19","H2-Q9"
"5455","HA1T","H2-T3"
"5456","SRP54","Srp54"
"5457","HSPB1","Hspb1"
"5458","PSMD3","Psmd3"
"5459","ILRL1","Il1rl1"
"5460","LMNB1","Lmnb1"
"5461","EPOR","Epor"
"5462","ANXA6","Anxa6"
"5463","CRP","Crp"
"5464","RLA0","Rplp0"
"5465","MAP1B","Map1b"
"5466","HMOX1","Hmox1"
"5467","ETS2","Ets2"
"5468","JUND","Jund"
"5469","CBPA3","Cpa3"
"5470","GLNA","Glul"
"5471","CADH2","Cdh2"
"5472","MCPT2","Mcpt2"
"5473","INSR","Insr"
"5474","NTRK2","Ntrk2"
"5475","IL9","Il9"
"5476","INGR1","Ifngr1"
"5477","MCSP","Smcp"
"5478","TRBM","Thbd"
"5479","REL","Rel"
"5480","IRF1","Irf1"
"5481","PMGE","Bpgm"
"5482","PERI","Prph"
"5483","MYF6","Myf6"
"5484","CD44","Cd44"
"5485","KCNC1","Kcnc1"
"5486","CP2A4","Cyp2a4"
"5487","OPSD","Rho"
"5488","PRPH2","Prph2"
"5489","SPBP","Sbp"
"5490","SPTB1","Sptb"
"5491","CD79B","Cd79b"
"5492","NDKA","Nme1"
"5493","TR30A","Trim30a"
"5494","B4GT1","B4galt1"
"5495","C11B2","Cyp11b2"
"5496","ZN271","Znf271"
"5497","GSTM2","Gstm2"
"5498","FGF2","Fgf2"
"5499","FGF5","Fgf5"
"5500","LEUK","Spn"
"5501","TFE2","Tcf3"
"5502","H12","H1-2"
"5503","RAG1","Rag1"
"5504","VPP2","Atp6v0a2"
"5505","K1KB5","Klk1b5"
"5506","K1B11","Klk1b11"
"5507","KLK1","Klk1"
"5508","K1B22","Klk1b22"
"5509","K1KB9","Klk1b9"
"5510","PHXR2","Phxr2"
"5511","PHXR1","Phxr1"
"5512","PHXR4","Phxr4"
"5513","UBP53","Usp53"
"5514","SCG1","Chgb"
"5515","CAH3","Ca3"
"5516","SLIB","Ghrh"
"5517","LEG1","Lgals1"
"5518","KPCE","Prkce"
"5519","MET","Met"
"5520","FGFR1","Fgfr1"
"5521","LEG3","Lgals3"
"5522","LDHB","Ldhb"
"5523","SRP14","Srp14"
"5524","BLK","Blk"
"5525","B3A3","Slc4a3"
"5526","FA9","F9"
"5527","IL2RB","Il2rb"
"5528","LCAT","Lcat"
"5529","GBRA6","Gabra6"
"5530","CN37","Cnp"
"5531","PH4H","Pah"
"5532","MUTA","Mmut"
"5533","ZFP58","Zfp58"
"5534","ZFP59","Zfp59"
"5535","ZFP60","Zfp60"
"5536","DDX3L","D1Pas1"
"5537","IL4RA","Il4r"
"5538","KCNA1","Kcna1"
"5539","KCNA3","Kcna3"
"5540","AMPE","Enpep"
"5541","ASSY","Ass1"
"5542","SPTN1","Sptan1"
"5543","CRIS2","Crisp2"
"5544","HS71L","Hspa1l"
"5545","PMP22","Pmp22"
"5546","PPGB","Ctsa"
"5547","G3P","Gapdh"
"5548","IL7RA","Il7r"
"5549","FES","Fes"
"5550","GHR","Ghr"
"5551","ATF2","Atf2"
"5552","ZFX","Zfx"
"5553","LAMP2","Lamp2"
"5554","HMGA1","Hmga1"
"5555","TGFB3","Tgfb3"
"5556","ZFP37","Zfp37"
"5557","HSP72","Hspa2"
"5558","ENOA","Eno1"
"5559","ENOG","Eno2"
"5560","PO4F1","Pou4f1"
"5561","PTBP1","Ptbp1"
"5562","F167B","Fam167b"
"5563","AP2A1","Ap2a1"
"5564","AP2A2","Ap2a2"
"5565","SPI1","Spi1"
"5566","GLCM","Gba"
"5567","CXL10","Cxcl10"
"5568","TPH1","Tph1"
"5569","DFAR1","Defa-rs1"
"5570","DFAR2","Defa-rs2"
"5571","WNT3","Wnt3"
"5572","SBP1","Selenbp1"
"5573","PR15A","Ppp1r15a"
"5574","COX7C","Cox7c"
"5575","GATA1","Gata1"
"5576","HXK1","Hk1"
"5577","UDB17","Ugt2b17"
"5578","PPIA","Ppia"
"5579","TPIS","Tpi1"
"5580","GTR1","Slc2a1"
"5581","HS71B","Hspa1b"
"5582","LIPR2","Pnliprp2"
"5583","LYZ1","Lyz1"
"5584","PCNA","Pcna"
"5585","HXB1","Hoxb1"
"5586","RL32P","Rpl32-ps"
"5587","IER2","Ier2"
"5588","NAR2A","Art2a"
"5589","PTPRA","Ptpra"
"5590","CDX1","Cdx1"
"5591","PR3D1","Prl3d1"
"5592","MTDC","Mthfd2"
"5593","LORI","Loricrin"
"5594","CD48","Cd48"
"5595","CATD","Ctsd"
"5596","ANPRA","Npr1"
"5597","LYAM1","Sell"
"5598","CXCL9","Cxcl9"
"5599","CCN1","Ccn1"
"5600","SVS4","Svs4"
"5601","HVM53","-"
"5602","HVM54","-"
"5603","HVM55","-"
"5604","HVM56","-"
"5605","HVM57","-"
"5606","HVM58","-"
"5607","HVM59","-"
"5608","HVM60","Ighv3-6"
"5609","HVM61","-"
"5610","HVM62","MGI:3648045"
"5611","BASI","Bsg"
"5612","CTR2","Slc7a2"
"5613","HMGN1","Hmgn1"
"5614","KS6A1","Rps6ka1"
"5615","KS6A3","Rps6ka3"
"5616","COF1","Cfl1"
"5617","CAH6","Ca6"
"5618","ADRB2","Adrb2"
"5619","KPB1","Phka1"
"5620","SDC1","Sdc1"
"5621","GNAO","Gnao1"
"5622","IL10","Il10"
"5623","OXDA","Dao"
"5624","RARG","Rarg"
"5625","K1C19","Krt19"
"5626","CR2","Cr2"
"5627","ANDR","Ar"
"5628","FAS","Fasn"
"5629","TNNC1","Tnnc1"
"5630","LAMA1","Lama1"
"5631","GSTP1","Gstp1"
"5632","IFRD1","Ifrd1"
"5633","THRB","F2"
"5634","CASA1","Csn1s1"
"5635","NFH","Nefh"
"5636","RL13A","Rpl13a"
"5637","MPV17","Mpv17"
"5638","SERPH","Serpinh1"
"5639","NELFE","Nelfe"
"5640","CD20","Ms4a1"
"5641","MUC13","Muc13"
"5642","TUR8","Trap1a"
"5643","COX5B","Cox5b"
"5644","GSTM3","Gstm3"
"5645","COX41","Cox4i1"
"5646","ESR1","Esr1"
"5647","MGP","Mgp"
"5648","LSP1","Lsp1"
"5649","BIP","Hspa5"
"5650","PDGFA","Pdgfa"
"5651","HB24","-"
"5652","HEXB","Hexb"
"5653","TYB4","Tmsb4x"
"5654","ID1","Id1"
"5655","PRDX3","Prdx3"
"5656","IL13","Il13"
"5657","VIME","Vim"
"5658","NTF3","Ntf3"
"5659","ZP2","Zp2"
"5660","PO5F1","Pou5f1"
"5661","TBXT","Tbxt"
"5662","TNR9","Tnfrsf9"
"5663","TF","F3"
"5664","MTAP2","Map2"
"5665","ARRS","Sag"
"5666","KPCA","Prkca"
"5667","FCERA","Fcer1a"
"5668","FCERB","Ms4a2"
"5669","FCERG","Fcer1g"
